url,fid,name,nick,birth_date,height,weight,association,class,locality,country,gender,age
/fighter/Thiago-Santos-90021,90021,Thiago Santos,Marreta,1984-01-07,72.0,183.0,Tata Fight Team,Middleweight,"Rio de Janeiro, Rio de Janeiro",Brazil,Male,41
/fighter/Sean-Spencer-60908,60908,Sean Spencer,Black Magic,1987-06-25,70.0,170.0,Octagon MMA,Welterweight,"Bluefield, Virginia",United States,Male,37
/fighter/Reuben-Duran-26602,26602,Reuben Duran,Hurricane,1983-07-02,67.0,136.0,Pinnacle Fighting Systems,Bantamweight,"Redlands, California",United States,Male,41
/fighter/Shane-Nelson-11262,11262,Shane Nelson,Sugar,1984-11-30,69.0,146.0,BJ Penn's MMA,Featherweight,"Honolulu, Hawaii",United States,Male,40
/fighter/James-Wilks-10569,10569,James Wilks,Lightning,1978-04-05,73.0,170.0,Lightning MMA,Welterweight,"Leicestershire, East Midlands",England,Male,47
/fighter/Jason-Black-1042,1042,Jason Black,The Black Legion,1972-08-15,70.0,169.0,Miletich Martial Arts,Welterweight,"Davenport, Illinois",United States,Male,52
/fighter/Edinaldo-Oliveira-14972,14972,Ednaldo Oliveira,Lula Molusco,1984-02-19,77.0,205.0,Champion Team,Light Heavyweight,"Salvador, Bahia",Brazil,Male,41
/fighter/Chris-Beal-53369,53369,Chris Beal,The Real Deal,1985-08-06,67.0,126.0,KnuckleHeadz Boxing,Flyweight,"Ventura, California",United States,Male,39
/fighter/Mackens-Semerzier-38841,38841,Mackens Semerzier,Mack da Menace,1980-11-03,69.0,145.0,Team Curran,Featherweight,"Virginia Beach, Virginia",United States,Male,44
/fighter/Che-Mills-8800,8800,Che Mills,Beautiful,1982-09-29,69.0,155.0,Champion's Creed MMA,Lightweight,"Calgary, Alberta",Canada,Male,42
/fighter/Zubaira-Tukhugov-63813,63813,Zubaira Tukhugov,Warrior,1991-01-15,68.0,146.0,Tiger Muay Thai,Featherweight,"Grozny, Chechnya",Russia,Male,34
/fighter/Chris-Tickle-22955,22955,Chris Tickle,Bad Boy,1982-02-01,69.0,160.0,Adrenaline MMA,Welterweight,"Bloomington, Illinois",United States,Male,43
/fighter/Ryan-Benoit-48566,48566,Ryan Benoit,Baby Face,1989-08-25,65.0,125.0,Janjira Muay Thai,Flyweight,"Dallas, Texas",United States,Male,35
/fighter/Pat-Audinwood-25476,25476,Pat Audinwood,Awesomely Awesome,1986-04-16,72.0,155.0,Team Bombsquad,Lightweight,"Cortland, New York",United States,Male,39
/fighter/Anthony-Birchak-53300,53300,Anthony Birchak,El Toro,1986-05-16,68.0,135.0,Luta Elite MMA,Bantamweight,"Tucson, Arizona",United States,Male,39
/fighter/Tim-Gorman-17717,17717,Tim Gorman,The Psycho,1983-04-29,64.0,135.0,Des Moines MMA Academy,Bantamweight,"Des Moines, Iowa",United States,Male,42
/fighter/Yves-Jabouin-1693,1693,Yves Jabouin,Tiger,1979-05-30,66.0,135.0,Tristar Gym,Bantamweight,"Montreal, Quebec",Canada,Male,45
/fighter/Garreth-McLellan-71237,71237,Garreth McLellan,Soldier Boy,1982-01-09,73.0,185.0,FightFit Militia,Middleweight,"Johannesburg, Gauteng",South Africa,Male,43
/fighter/Kiichi-Kunimoto-21039,21039,Kiichi Kunimoto,Strasser,1981-05-01,70.0,169.0,Cobra Kai MMA Dojo,Welterweight,Osaka,Japan,Male,44
/fighter/Francisco-Trevino-38029,38029,Francisco Trevino,Sitkayan,1981-12-17,70.0,155.0,Macaco Gold Team,Lightweight,"Edinburg, Texas",United States,Male,43
/fighter/Omari-Akhmedov-83462,83462,Omari Akhmedov,Wolverine,1987-10-12,72.0,170.0,Jackson-Wink MMA,Welterweight,"Makhachkala, Dagestan",Russia,Male,37
/fighter/Ernest-Chavez-80837,80837,Ernest Chavez,The Mad Titan,1983-06-27,68.0,146.0,Total MMA Studios,Featherweight,"Tustin, California",United States,Male,41
/fighter/Marcus-LeVesseur-23538,23538,Marcus LeVesseur,The Prospect,1983-07-17,70.0,155.0,Minnesota Fight Factory,Lightweight,"Minneapolis, Minnesota",United States,Male,41
/fighter/Alex-Soto-50367,50367,Alex Soto,Extremo,1984-02-15,67.0,135.0,KHK MMA Team,Bantamweight,"San Diego, California",United States,Male,41
/fighter/Zach-Makovsky-20522,20522,Zach Makovsky,Fun Size,1982-06-30,64.0,125.0,Philadelphia Fight Factory,Flyweight,"Bethlehem, Pennsylvania",United States,Male,42
/fighter/Shunichi-Shimizu-22677,22677,Shunichi Shimizu,Rolling Star,1985-01-31,66.0,125.0,Uruno Dojo,Flyweight,Tokyo,Japan,Male,40
/fighter/Cole-Escovedo-2291,2291,Cole Escovedo,Apache Kid,1981-08-30,67.0,135.0,Pacific Martial Arts,Bantamweight,"Fresno, California",United States,Male,43
/fighter/Genki-Sudo-1227,1227,Genki Sudo,Neo-Samurai,1978-03-08,69.0,155.0,Beverly Hills Jiu-Jitsu Club,Lightweight,Tokyo,Japan,Male,47
/fighter/Michael-McDonald-30297,30297,Michael McDonald,Mayday,1991-01-15,68.0,136.0,Last Stand Fight Team,Bantamweight,"Modesto, California",United States,Male,34
/fighter/Yuta-Sasaki-63070,63070,Yuta Sasaki,Ulka,1989-10-07,70.0,135.0,Wajutsu Keishukai Suruga,Bantamweight,"Numazu, Shizuoka",Japan,Male,35
/fighter/Willamy-Freire-12553,12553,Willamy Freire,Chiquerim,1987-07-28,68.0,155.0,Dragon Fight,Lightweight,"Fortaleza, Ceara",Brazil,Male,37
/fighter/Delson-Heleno-5434,5434,Delson Heleno,Pe de Chumbo,1977-11-16,71.0,170.0,CM System,Welterweight,"Teresopolis, Rio de Janeiro",Brazil,Male,47
/fighter/Nick-Denis-19128,19128,Nick Denis,The Ninja of Love,1983-10-11,66.0,135.0,Ronin MMA,Bantamweight,"Ottawa, Ontario",Canada,Male,41
/fighter/Nazareno-Malegarie-33115,33115,Nazareno Malegarie,El Tigre,1986-05-16,68.0,155.0,Team Tavares,Lightweight,"Arrecifes, Buenos Aires",Argentina,Male,39
/fighter/Shane-Campbell-34625,34625,Shane Campbell,Shaolin,1988-01-21,72.0,155.0,Toshido Mixed Martial Arts,Lightweight,"Kelowna, British Columbia",Canada,Male,37
/fighter/Sam-Alvey-35410,35410,Sam Alvey,Smile'n,1986-05-06,74.0,185.0,Team Quest,Middleweight,"Waterford, Wisconsin",United States,Male,39
/fighter/Maiquel-Jose-Falcao-Goncalves-30304,30304,Maiquel Falcao,Big Rig,1981-03-08,71.0,185.0,Independent,Middleweight,"Pelotas, Rio Grande do Sul",Brazil,Male,44
/fighter/Joshua-Sampo-66883,66883,Josh Sampo,The Gremlin,1984-07-24,64.0,125.0,Team Oyama,Flyweight,"Lindenwood, Missouri",United States,Male,40
/fighter/Steve-Bruno-4367,4367,Steve Bruno,Hollywood,1981-11-03,70.0,174.0,American Top Team,Middleweight,"Pompano Beach, Florida",United States,Male,43
/fighter/Nick-Osipczak-30033,30033,Nick Osipczak,Slick,1984-12-30,73.0,170.0,Team Rough House,Welterweight,"Nottingham, Nottinghamshire",England,Male,40
/fighter/Brendan-Schaub-33926,33926,Brendan Schaub,Big Brown,1983-03-18,76.0,238.0,Reign MMA,Heavyweight,"Aurora, Colorado",United States,Male,42
/fighter/Darrell-Montague-34214,34214,Darrell Montague,The Mongoose,1987-11-03,66.0,125.0,Millennia MMA,Flyweight,"Chino, California",United States,Male,37
/fighter/Tom-Lawlor-21940,21940,Tom Lawlor,Filthy,1983-05-15,72.0,205.0,The Jungle MMA,Light Heavyweight,"Fall River, Massachusetts",United States,Male,42
/fighter/Cody-Donovan-22304,22304,Cody Donovan,Donnybrook,1981-02-20,75.0,205.0,Grudge Training Center,Light Heavyweight,"Denver, Colorado",United States,Male,44
/fighter/Fernando-Bruno-25491,25491,Fernando Bruno,Acougueiro,1982-02-24,66.0,145.0,Nova Uniao,Featherweight,"Rio de Janeiro, Rio de Janeiro",Brazil,Male,43
/fighter/Ricardo-Funch-24057,24057,Ricardo Funch,Golden Boy,1980-08-14,70.0,170.0,Team Link,Welterweight,"Ludlow, Massachusetts",United States,Male,44
/fighter/Sergio-Pettis-50987,50987,Sergio Pettis,The Phenom,1993-08-18,66.0,125.0,Roufusport,Flyweight,"Milwaukee, Wisconsin",United States,Male,31
/fighter/Jacob-Volkmann-24765,24765,Jacob Volkmann,Christmas,1980-09-05,69.0,170.0,Minnesota Martial Arts Academy,Welterweight,"White Bear Lake, Minnesota",United States,Male,44
/fighter/Estevan-Payan-24952,24952,Estevan Payan,El Terrible,1982-04-03,70.0,148.0,Arizona Combat Sports,Lightweight,"Tempe, Arizona",United States,Male,43
/fighter/Felipe-Arantes-31372,31372,Felipe Arantes,Sertanejo,1988-02-09,68.0,135.0,Chute Boxe,Bantamweight,"Sao Paulo, Sao Paulo",Brazil,Male,37
/fighter/Ryan-Thomas-20224,20224,Ryan Thomas,The Tank Engine,1984-11-05,72.0,170.0,American Top Team,Welterweight,"Danville, Illinois",United States,Male,40
/fighter/Edilberto-de-Oliveira-11907,11907,Edilberto de Oliveira,Crocota,1982-11-22,72.0,170.0,Champion Team,Welterweight,"Campo Formoso, Bahia",Brazil,Male,42
/fighter/Ricardo-Abreu-82392,82392,Ricardo Abreu,Demente,1984-04-27,71.0,185.0,Wand Fight Team,Middleweight,"Ribeirao Preto, Sao Paulo",Brazil,Male,41
/fighter/Colby-Covington-57269,57269,Colby Covington,Chaos,1988-02-22,71.0,169.0,American Top Team,Welterweight,"Springfield, Oregon",United States,Male,37
/fighter/Donny-Walker-11486,11486,Donny Walker,Eagle Eye,1980-01-04,69.0,145.0,GriffonRawl Thaiboxing & MMA Academy,Featherweight,"Cleveland, Ohio",United States,Male,45
/fighter/Maiquel-Falcao-30304,30304,Maiquel Falcao,Big Rig,1981-03-08,71.0,185.0,Independent,Middleweight,"Pelotas, Rio Grande do Sul",Brazil,Male,44
/fighter/Andy-Enz-61422,61422,Andy Enz,Tank Mode,1991-08-15,75.0,185.0,Gracie Barra Alaska,Middleweight,"Anchorage, Alaska",United States,Male,33
/fighter/Marcos-Rogerio-de-Lima-51955,51955,Marcos Rogerio de Lima,Pezao,1985-06-25,73.0,205.0,011 MMA Team,Light Heavyweight,"Ribeirao Pires, Sao Paulo",Brazil,Male,39
/fighter/Vitor-Miranda-13004,13004,Vitor Miranda,Lex Luthor,1979-03-10,73.0,185.0,Team Nogueira,Middleweight,"Joinville, Santa Catarina",Brazil,Male,46
/fighter/Marcelo-Guimaraes-20277,20277,Marcelo Guimaraes,Magrao,1983-06-25,72.0,185.0,Caveira Team,Middleweight,"Itapemirim, Espirito Santo",Brazil,Male,41
/fighter/Cody-Pfister-48481,48481,Cody Pfister,The Pfist,1990-07-12,70.0,155.0,Nick's Fight Club,Lightweight,"Amarillo, Texas",United States,Male,34
/fighter/Dashon-Johnson-120663,120663,Dashon Johnson,Fly Boy,1988-01-25,69.0,155.0,Team Xplode MMA,Lightweight,"Escondido, California",United States,Male,37
/fighter/Pawel-Pawlak-65543,65543,Pawel Pawlak,Plastinho,1989-02-08,72.0,170.0,Gracie Barra Lodz,Welterweight,Lodz,Poland,Male,36
/fighter/Steve-Kennedy-31092,31092,Steve Kennedy,The Steamrolla,1983-03-07,72.0,170.0,Kickass MMA,Welterweight,"Perth, Western Australia",Australia,Male,42
/fighter/Cody-Gibson-38903,38903,Cody Gibson,The Renegade,1987-09-11,70.0,135.0,Elite Team,Bantamweight,"Visalia, California",United States,Male,37
/fighter/Bernardo-Magalhaes-26495,26495,Bernardo Magalhaes,Trekko,1981-08-04,69.0,155.0,TP Fight Team,Lightweight,Rio de Janeiro,Brazil,Male,43
/fighter/Alan-Jouban-65878,65878,Alan Jouban,Brahma,1982-11-25,72.0,171.0,Black House,Welterweight,"Lafayette, Louisiana",United States,Male,42
/fighter/Gasan-Umalatov-53109,53109,Gasan Umalatov,Cobra,1982-11-03,71.0,181.0,Fight Nights Team,Middleweight,"Zinzeli, Astrakhan Oblast",Russia,Male,42
/fighter/Mike-Rhodes-87296,87296,Mike Rhodes,Biggie,1989-12-04,73.0,170.0,Roufusport,Welterweight,"Waterloo, Iowa",United States,Male,35
/fighter/Mikey-Burnett-186,186,Mikey Burnett,The Eastside Assassin,1974-07-16,66.0,170.0,Lion's Den,Welterweight,"Tulsa, Oklahoma",USA,Male,50
/fighter/Edimilson-Souza-57343,57343,Edimilson Souza,Kevin,1984-10-17,72.0,145.0,DS Team,Featherweight,"Salvador, Bahia",Brazil,Male,40
/fighter/Davey-Grant-30564,30564,Davey Grant,Dangerous,1985-12-18,68.0,135.0,North East Top Team,Bantamweight,Bishop Auckland,England,Male,39
/fighter/Gilbert-Burns-91727,91727,Gilbert Burns,Durinho,1986-07-20,70.0,155.0,Blackzilians,Lightweight,"Niteroi, Rio de Janeiro",Brazil,Male,38
/fighter/Pedro-Nobre-44211,44211,Pedro Nobre,The Rock,1986-02-13,65.0,125.0,Rio Fighters,Flyweight,"Rio de Janeiro, Rio de Janeiro",Brazil,Male,39
/fighter/Guangyou-Ning-26389,26389,Guangyou Ning,Smasher,1981-12-15,65.0,135.0,Tiger Muay Thai,Bantamweight,"Cangzhou, Hebei",China,Male,43
/fighter/Taylor-Lapilus-97337,97337,Taylor Lapilus,Double Impact,1992-04-08,66.0,135.0,MMA Factory,Bantamweight,Paris,France,Male,33
/fighter/Patrick-Williams-69607,69607,Patrick Williams,The Animal,1981-09-07,68.0,135.0,Freestyle Fighting Academy,Bantamweight,"Homestead, Florida",United States,Male,43
/fighter/Dan-Lauzon-16556,16556,Dan Lauzon,The Upgrade,1988-03-30,70.0,170.0,Lauzon MMA,Welterweight,"Bridgewater, Massachusetts",United States,Male,37
/fighter/Dominique-Steele-47845,47845,Dominique Steele,Non-Stop Action Packed,1988-01-25,70.0,170.0,Team Vision,Welterweight,"Cincinnati, Ohio",United States,Male,37
/fighter/Ed-Gordon-66410,66410,Eddie Gordon,Truck,1983-07-22,72.0,185.0,Serra-Longo Fight Team,Middleweight,"Freeport, New York",United States,Male,41
/fighter/Alex-Chambers-65649,65649,Alex Chambers,Astro Girl,1978-10-28,63.0,115.0,VT-1 Gym,Strawweight,"St. Ives, New South Wales",Australia,Female,46
/fighter/Nick-Hein-50774,50774,Nick Hein,Sergeant,1984-04-24,68.0,155.0,G.I. Sports,Lightweight,Cologne,Germany,Male,41
/fighter/Bryan-Caraway-13791,13791,Bryan Caraway,Kid Lightning,1984-08-04,69.0,135.0,Xtreme Couture,Bantamweight,"Seattle, Washington",United States,Male,40
/fighter/Angela-Hill-148517,148517,Angela Hill,Overkill,1988-01-12,63.0,115.0,Evolution Muay Thai,Strawweight,"Brooklyn, New York",United States,Female,37
/fighter/Roger-Narvaez-60454,60454,Roger Narvaez,The Silverback,1983-09-09,75.0,185.0,Full Contact Fight Academy,Middleweight,"Corpus Christi, Texas",United States,Male,41
/fighter/Rich-Attonito-11955,11955,Rich Attonito,The Raging Bull,1977-06-16,70.0,170.0,American Top Team,Welterweight,"Deerfield Beach, Florida",United States,Male,47
/fighter/Steve-Steinbeiss-21627,21627,Steve Steinbeiss,The Hooligan,1981-05-05,75.0,186.0,Power MMA Team,Middleweight,"Phoenix, Arizona",United States,Male,44
/fighter/Fabiano-Scherner-7690,7690,Fabiano Scherner,Pega-Leve,1972-06-30,76.0,257.0,Team Quest,Heavyweight,"Florianopolis, Santa Catarina",Brazil,Male,52
/fighter/Karlos-Vemola-40238,40238,Karlos Vemola,The Terminator,1985-07-01,72.0,205.0,London Shootfighters,Light Heavyweight,Olomouc,Czech Republic,Male,39
/fighter/Vik-Grujic-69858,69858,Vik Grujic,The Spartan,1977-02-06,71.0,170.0,Alliance MMA,Welterweight,"Melbourne, Victoria",Australia,Male,48
/fighter/Steve-Cantwell-12785,12785,Steve Cantwell,The Robot,1986-12-08,74.0,185.0,One Kick's Gym,Middleweight,"Pahrump, Nevada",United States,Male,38
/fighter/Denis-Stojnic-12955,12955,Denis Stojnic,The Menace,1980-02-02,72.0,247.0,Golden Glory,Heavyweight,Sarajevo,Bosnia and Herzegovina,Male,45
/fighter/Josh-Haynes-6254,6254,Josh Haynes,Bring the Pain,1977-07-30,69.0,205.0,Syndicate MMA,Light Heavyweight,"Medford, Oregon",United States,Male,47
/fighter/Francimar-Barroso-14702,14702,Francimar Barroso,Bodao,1980-02-29,73.0,205.0,Nova Uniao,Light Heavyweight,"Xapuri, Acre",Brazil,Male,45
/fighter/Manuel-Rodriguez-46484,46484,Manuel Rodriguez,Chalate,1985-04-25,69.0,185.0,TP Fight Team,Middleweight,"Sydney, Australia",El Salvador,Male,40
/fighter/Todd-Brown-21887,21887,Todd Brown,Bulldog,1976-12-13,71.0,185.0,Bulldog Fight Team,Middleweight,"Mishawaka, Indiana",United States,Male,48
/fighter/John-Marsh-9,9,John Marsh,The Bull,1970-09-15,72.0,222.0,Team Neutral Grounds,Heavyweight,"Torrance, California",United States,Male,54
/fighter/Cyrille-Diabate-2191,2191,Cyrille Diabate,Snake,1973-06-10,78.0,205.0,Snake Team,Light Heavyweight,"Le Celle St. Clous, Haut de Seine",France,Male,51
/fighter/Augusto-Montano-41494,41494,Augusto Montano,Dodger,1984-10-25,73.0,170.0,Bonebreakers Team,Welterweight,Mexico City,Mexico,Male,40
/fighter/Aaron-Simpson-24986,24986,Aaron Simpson,A-Train,1974-07-20,72.0,170.0,Power MMA Team,Welterweight,"Phoenix, Arizona",United States,Male,50
/fighter/Bruno-Santos-48052,48052,Bruno Santos,Carioca,1987-07-17,68.0,185.0,Ze Mario Team,Middleweight,"Macae, Rio de Janeiro",Brazil,Male,37
/fighter/Xavier-FoupaPokam-8761,8761,Xavier Foupa-Pokam,Professor X,1982-03-07,73.0,185.0,Snake Team,Middleweight,Paris,France,Male,43
/fighter/Damian-Grabowski-30320,30320,Damian Grabowski,The Polish Pitbull,1980-05-12,73.0,241.0,Lutadores Opole,Heavyweight,Opole,Poland,Male,45
/fighter/Mike-Wessel-25524,25524,Mike Wessel,The Juggernaut,1977-12-02,72.0,263.0,Westside Fight Team,Heavyweight,"Little Rock, Arkansas",United States,Male,47
/fighter/Alex-Andrade-258,258,Alex Andrade,El Toro,1974-05-14,71.0,200.0,Lion's Den,Light Heavyweight,"Laredo, Texas",United States,Male,51
/fighter/NahShon-Burrell-53596,53596,Nah-Shon Burrell,The Rock-N-Rolla,1990-02-05,73.0,179.0,Fight Firm,Middleweight,"Philadelphia, Pennsylvania",United States,Male,35
/fighter/Christos-Giagos-68130,68130,Christos Giagos,The Spartan,1990-01-23,70.0,155.0,Systems Training Center,Lightweight,"Hawthorne, California",United States,Male,35
/fighter/Oluwale-Bamgbose-103153,103153,Oluwale Bamgbose,The Holy War Angel,1987-08-04,71.0,185.0,Chute Boxe USA,Middleweight,"New York, New York",United States,Male,37
/fighter/Mario-Miranda-23852,23852,Mario Miranda,Super Mario,1978-09-21,75.0,185.0,Black House,Middleweight,Rio de Janeiro,Brazil,Male,46
/fighter/Jesse-Lennox-17139,17139,Jesse Lennox,The Ox,1982-03-10,69.0,170.0,Miletich Martial Arts,Welterweight,"Cedar Rapids, Iowa",United States,Male,43
/fighter/Albert-Tumenov-60198,60198,Albert Tumenov,Einstein,1991-12-26,71.0,169.0,K Dojo Warrior Tribe,Welterweight,Nalchik,Russia,Male,33
/fighter/Mickael-Lebout-81143,81143,Mickael Lebout,Ragnar,1987-08-16,71.0,155.0,MMA Factory,Lightweight,Paris,France,Male,37
/fighter/Luiz-Cane-17559,17559,Luiz Cane,Banha,1981-04-02,74.0,205.0,Demian Maia Jiu-Jitsu,Light Heavyweight,"Sao Paulo, Sao Paulo",Brazil,Male,44
/fighter/Patrick-Walsh-67971,67971,Patrick Walsh,The Beast of the East,1988-11-28,71.0,205.0,Wai Kru MMA,Light Heavyweight,"West Bridgewater, Massachusetts",United States,Male,36
/fighter/Chad-Laprise-69681,69681,Chad Laprise,The Disciple,1986-07-23,70.0,156.0,Adrenaline Training Center,Lightweight,"London, Ontario",Canada,Male,38
/fighter/Elias-Theodorou-81765,81765,Elias Theodorou,The Spartan,1988-05-31,73.0,185.0,Kros Gym,Middleweight,"Mississauga, Ontario",Canada,Male,36
/fighter/Leo-Kuntz-44602,44602,Leo Kuntz,The Lion,1983-10-03,70.0,155.0,American Top Team,Lightweight,"Linton, North Dakota",United States,Male,41
/fighter/David-Michaud-53778,53778,David Michaud,Bulldawg,1988-11-10,69.0,155.0,MMA Lab,Lightweight,"Brookings, South Dakota",United States,Male,36
/fighter/Eddie-Sanchez-12098,12098,Eddie Sanchez,The Manic Hispanic,1982-04-11,75.0,214.0,Kings MMA,Heavyweight,"San Diego, California",United States,Male,43
/fighter/Zach-Light-3919,3919,Zach Light,The Lisbon Outlaw,1974-02-06,68.0,170.0,Wolfslair,Welterweight,"Huntington Beach, California",United States,Male,51
/fighter/Dongi-Yang-23501,23501,Dongi Yang,The Ox,1984-12-07,71.0,185.0,Korean Top Team,Middleweight,Seoul,South Korea,Male,40
/fighter/Matt-Van-Buren-64754,64754,Matt Van Buren,Gutter,1986-06-12,77.0,205.0,American Top Team,Light Heavyweight,"Norfolk, Virginia",United States,Male,38
/fighter/Razak-AlHassan-23326,23326,Razak Al-Hassan,Razor,1982-05-14,75.0,205.0,Roufusport,Light Heavyweight,"Milwaukee, Wisconsin",United States,Male,43
/fighter/Justin-Wren-21401,21401,Justin Wren,The Big Pygmy,1987-04-27,75.0,265.0,Grudge Training Center,Heavyweight,"Ames, Iowa",United States,Male,38
/fighter/Magnus-Cedenblad-22137,22137,Magnus Cedenblad,Jycken,1982-04-10,75.0,185.0,Allstars Training Center,Middleweight,Stockholm,Sweden,Male,43
/fighter/Jason-Fairn-48,48,Jason Fairn,Bonecracker,1973-07-16,73.0,230.0,Fairn Jiu-Jitsu,Heavyweight,"Vancouver, British Columbia",Canada,Male,51
/fighter/Alexandre-Ferreira-1398,1398,Alexandre Ferreira,Cacareco,1979-04-25,67.0,204.0,Chute Boxe,Light Heavyweight,Rio de Janeiro,Brazil,Male,46
/fighter/Justin-McCully-930,930,Justin McCully,The Insane One,1976-02-18,74.0,235.0,Team Punishment,Heavyweight,"Orange, California",United States,Male,49
/fighter/Ulysses-Gomez-30396,30396,Ulysses Gomez,Useless,1983-05-25,65.0,125.0,Marc Laimon's Cobra Kai,Flyweight,"Las Vegas, Nevada",United States,Male,41
/fighter/Rob-Broughton-10924,10924,Rob Broughton,The Bear,1983-03-03,74.0,258.0,Atherton Submission Wrestling,Heavyweight,Liverpool,England,Male,42
/fighter/Nick-Penner-23736,23736,Nick Penner,The Quiet Assassin,1980-03-26,72.0,205.0,Frank Lee's Muay Thai,Light Heavyweight,"Blumenort, Manitoba",Canada,Male,45
/fighter/Daniel-Roberts-23999,23999,Daniel Roberts,Ninja,1980-08-05,70.0,170.0,Cesar Gracie Fight Team,Welterweight,"Rockford, Illinois",United States,Male,44
/fighter/Renan-Pegado-23156,23156,Renan Barao,The Baron,1987-01-31,67.0,135.0,Nova Uniao,Bantamweight,"Natal, Rio Grande do Norte",Brazil,Male,38
/fighter/Reese-Andy-12692,12692,Reese Andy,Riptide,1973-03-31,72.0,205.0,West Coast Fight Team,Light Heavyweight,"Auburn, Washington",United States,Male,52
/fighter/James-Hammortree-42479,42479,James Hammortree,Sledge,1983-11-29,75.0,204.0,USA Martial Arts,Light Heavyweight,"Ocala, Florida",United States,Male,41
/fighter/Clifford-Starks-56902,56902,Clifford Starks,Big Cat,1981-04-25,70.0,185.0,Arizona Combat Sports,Middleweight,"Tempe, Arizona",United States,Male,44
/fighter/Shinsho-Anzai-47183,47183,Shinsho Anzai,Animal,1985-12-01,69.0,170.0,Team Climb,Welterweight,Tokyo,Japan,Male,39
/fighter/Enson-Inoue-12,12,Enson Inoue,Yamato Damashi,1967-04-15,70.0,204.0,Purebred Omiya,Light Heavyweight,"Omiya, Saitama",Japan,Male,58
/fighter/Valmir-Lazaro-22216,22216,Valmir Lazaro,Bidu,1985-08-15,72.0,154.0,Nova Uniao,Lightweight,"Salvador, Bahia",Brazil,Male,39
/fighter/Chris-Kelades-51576,51576,Chris Kelades,The Greek Assassin,1981-02-21,67.0,125.0,Fit Plus,Flyweight,"Cole Harbour, Nova Scotia",Canada,Male,44
/fighter/Ildemar-Alcantara-22223,22223,Ildemar Alcantara,Marajo,1982-11-17,74.0,185.0,Marajo Brothers Team,Middleweight,"Soure, Para",Brazil,Male,42
/fighter/Yoji-Anjo-182,182,Yoji Anjo,Mr. 200&#37;,1970-12-31,71.0,198.0,Team Kingdom,Light Heavyweight,"Suginami, Tokyo",Japan,Male,54
/fighter/Germaine-de-Randamie-41745,41745,Germaine de Randamie,The Iron Lady,1984-04-24,69.0,135.0,American Kickboxing Academy,Bantamweight,"Utrecht, Utrecht",Netherlands,Female,41
/fighter/Valentina-Shevchenko-45384,45384,Valentina Shevchenko,Bullet,1988-03-07,65.0,135.0,Tiger Muay Thai,Bantamweight,Lima,Peru,Female,37
/fighter/Sean-Strickland-30452,30452,Sean Strickland,Tarzan,1991-02-27,73.0,171.0,CQuence Jiu-Jitsu,Welterweight,"Riverside, California",United States,Male,34
/fighter/Guilherme-Vasconcelos-108499,108499,Guilherme Vasconcelos,Bomba,1986-03-23,72.0,170.0,BH Rhinos,Welterweight,"Belo Horizonte, Minas Gerais",Brazil,Male,39
/fighter/Steve-Montgomery-49092,49092,Steve Montgomery,The Creepy Weasel,1990-12-19,76.0,170.0,American Top Team,Welterweight,"Boca Raton, Florida",United States,Male,34
/fighter/Marcin-Wrzosek-85623,85623,Marcin Wrzosek,The Polish Zombie,1987-10-14,69.0,145.0,Gracie Barra Lodz,Featherweight,Bydgoszcz,Poland,Male,37
/fighter/Andreas-Stahl-57322,57322,Andreas Stahl,Real Steel,1988-05-20,71.0,169.0,Renyi Fight Camp,Welterweight,"Umea, Vasterbotten",Sweden,Male,36
/fighter/Paul-Redmond-56615,56615,Paul Redmond,Redser,1986-10-20,70.0,145.0,Team Ryano MMA,Featherweight,"Dublin, Leinster",Ireland,Male,38
/fighter/Kris-McCray-39432,39432,Kris McCray,Savage,1981-09-24,72.0,170.0,Iron Army,Welterweight,"Toms River, New Jersey",United States,Male,43
/fighter/Alberto-Mina-16705,16705,Alberto Mina,Soldier of God,1982-05-02,72.0,170.0,Kings MMA,Welterweight,"Campina Grande, Paraiba",Brazil,Male,43
/fighter/Roxanne-Modafferi-8785,8785,Roxanne Modafferi,The Happy Warrior,1982-09-24,66.0,125.0,Syndicate MMA,Flyweight,"Las Vegas, Nevada",United States,Female,42
/fighter/Lee-Murray-1659,1659,Lee Murray,Lightning,1977-11-12,72.0,185.0,London Shootfighters,Middleweight,London,England,Male,47
/fighter/Jake-Hecht-15759,15759,Jake Hecht,Hitman,1984-02-09,72.0,170.0,Fiore MMA,Welterweight,"Moscow Mills, Missouri",United States,Male,41
/fighter/Luis-Arthur-Cane-17559,17559,Luiz Cane,Banha,1981-04-02,74.0,205.0,Demian Maia Jiu-Jitsu,Light Heavyweight,"Sao Paulo, Sao Paulo",Brazil,Male,44
/fighter/Aaron-Phillips-55298,55298,Aaron Phillips,The Model,1989-08-05,69.0,135.0,Gladiators Academy,Bantamweight,"Lafayette, Louisiana",United States,Male,35
/fighter/Nah-Shon-Burrell-53596,53596,Nah-Shon Burrell,The Rock-N-Rolla,1990-02-05,73.0,179.0,Fight Firm,Middleweight,"Philadelphia, Pennsylvania",United States,Male,35
/fighter/Marcin-Bandel-55705,55705,Marcin Bandel,Bomba,1989-10-10,70.0,155.0,Drysdale Jiu-Jitsu,Lightweight,Lodz,Poland,Male,35
/fighter/Nandor-Guelmino-28286,28286,Nandor Guelmino,The Hun,1975-12-20,75.0,230.0,Gym 23,Heavyweight,Vienna,Austria,Male,49
